company_name,category,country_code,year_founded,funding_range,profile_url
Kult App,AI in Retail / E-commerce,IN,2021,$10M-$50M,https://www.ai-market-watch.com/company/kult-app
Kumo AI,Foundation Models / LLMs,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/kumo-ai
"Kunlunxin (Beijing) Technology Co., Ltd.",AI Chips / Semiconductors,CN,2011,$500M-$1B,https://www.ai-market-watch.com/company/kunlunxin-beijing-technology-co-ltd
KushoAI,AI Developer Tools,IN,2023,<$1M,https://www.ai-market-watch.com/company/kushoai
Kustomer,AI Agents,US,2015,$100M-$500M,https://www.ai-market-watch.com/company/kustomer
Kuzu,AI in Analytics & BI,CA,2023,Undisclosed,https://www.ai-market-watch.com/company/kuzu
Kyrok,AI Agents,DE,2025,$1M-$10M,https://www.ai-market-watch.com/company/kyrok
Kyvex,AI Infrastructure,IN,2025,Undisclosed,https://www.ai-market-watch.com/company/kyvex
LabelBlind,,IN,2023,<$1M,https://www.ai-market-watch.com/company/labelblind
Lace AI,AI Agents,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/lace-ai
LakeFusion,AI in Analytics & BI,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/lakefusion
LALAL.AI,Voice / Speech AI,CH,2020,Undisclosed,https://www.ai-market-watch.com/company/lalal-ai
Lama AI,AI in Fintech,IL,2022,$10M-$50M,https://www.ai-market-watch.com/company/lama-ai
Lamatic,AI Infrastructure,US,2023,<$1M,https://www.ai-market-watch.com/company/lamatic
Lambda,AI Infrastructure,US,2012,$1B+,https://www.ai-market-watch.com/company/lambda
Laminar (formerly H2Ok Innovations),AI in Analytics & BI,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/laminar-formerly-h2ok-innovations
Lancium,AI Infrastructure,US,2017,$1B+,https://www.ai-market-watch.com/company/lancium
Landbase,AI in Marketing,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/landbase
Landeed,AI in Fintech,IN,2022,$10M-$50M,https://www.ai-market-watch.com/company/landeed
LangChain,AI Developer Tools,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/langchain
Langfuse,AI Infrastructure,DE,2022,Undisclosed,https://www.ai-market-watch.com/company/langfuse
Language Parent,AI in Education,US,2025,Undisclosed,https://www.ai-market-watch.com/company/language-parent
LangWatch,AI Developer Tools,NL,2023,$1M-$10M,https://www.ai-market-watch.com/company/langwatch
Laronix,AI in Healthcare,AU,2018,$1M-$10M,https://www.ai-market-watch.com/company/laronix
Laservision AI,AI in HR & Talent,US,2023,Undisclosed,https://www.ai-market-watch.com/company/laservision-ai
Lastro,AI Agents,BR,2021,$10M-$50M,https://www.ai-market-watch.com/company/lastro
LatentForce,AI Agents,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/latentforce
Lative,AI in Marketing,IE,2022,$1M-$10M,https://www.ai-market-watch.com/company/lative
Lattice Semiconductor,AI Chips / Semiconductors,US,1983,Undisclosed,https://www.ai-market-watch.com/company/lattice-semiconductor
LaunchLemonade,AI Agents,GB,2023,<$1M,https://www.ai-market-watch.com/company/launchlemonade
Launchpad Build AI,Robotics / Embodied AI,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/launchpad-build-ai
Lava Payments,AI in Fintech,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/lava-payments
Lawhive,AI in Legal,GB,2019,$100M-$500M,https://www.ai-market-watch.com/company/lawhive
LawPro.ai,AI in Legal,US,2023,Undisclosed,https://www.ai-market-watch.com/company/lawpro-ai
Lawyered,AI in Legal,IN,2018,$1M-$10M,https://www.ai-market-watch.com/company/lawyered
LayerX Inc.,AI in Fintech,JP,2018,$100M-$500M,https://www.ai-market-watch.com/company/layerx-inc
Le Walk,,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/le-walk
Lead Health,AI in Healthcare,CN,2023,$10M-$50M,https://www.ai-market-watch.com/company/lead-health
LeadStory,AI in Media / Gaming / Entertainment,AU,2021,$1M-$10M,https://www.ai-market-watch.com/company/leadstory
LeanCon,AI in Supply Chain / Logistics,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/leancon
Leap Financial,AI in Fintech,US,2018,$1M-$10M,https://www.ai-market-watch.com/company/leap-financial
Leaping AI,Voice / Speech AI,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/leaping-ai
LearningMole,AI in Education,GB,2017,Undisclosed,https://www.ai-market-watch.com/company/learningmole
Ledgerowl,AI in Fintech,ID,2019,Undisclosed,https://www.ai-market-watch.com/company/ledgerowl
Leegality,AI in Legal,IN,2016,$1M-$10M,https://www.ai-market-watch.com/company/leegality
Leesol,AI in Healthcare,KR,2017,$1M-$10M,https://www.ai-market-watch.com/company/leesol
LegalOn Technologies,AI in Legal,JP,2017,$100M-$500M,https://www.ai-market-watch.com/company/legalon-technologies
Legato,AI in Productivity,IL,2025,$1M-$10M,https://www.ai-market-watch.com/company/legato
Legends,AI Agents,US,2022,Undisclosed,https://www.ai-market-watch.com/company/legends
Legion,AI in Cybersecurity,IL,2024,$10M-$50M,https://www.ai-market-watch.com/company/legion
Legora,AI in Legal,SE,2023,$100M-$500M,https://www.ai-market-watch.com/company/legora
Lehigh,Robotics / Embodied AI,KR,2021,$1M-$10M,https://www.ai-market-watch.com/company/lehigh
Lema AI,AI Infrastructure,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/lema-ai
lemlist,AI in Marketing,FR,2018,$10M-$50M,https://www.ai-market-watch.com/company/lemlist
Lemnisca,AI in Healthcare,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/lemnisca
Lemon Slice,Foundation Models / LLMs,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/lemon-slice
Lemong (르몽),AI in Marketing,KR,2023,$1M-$10M,https://www.ai-market-watch.com/company/lemong
Lemrock,AI Infrastructure,FR,2025,$1M-$10M,https://www.ai-market-watch.com/company/lemrock
Lens Vault Studios,Generative Media (Image / Video),IN,2025,Undisclosed,https://www.ai-market-watch.com/company/lens-vault-studios
Leo AI,AI Agents,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/leo-ai
Leona,AI in Healthcare,MX,2023,$10M-$50M,https://www.ai-market-watch.com/company/leona
Leona Health,AI in Healthcare,MX,2023,$10M-$50M,https://www.ai-market-watch.com/company/leona-health
Leonardo.Ai,Foundation Models / LLMs,AU,2022,$10M-$50M,https://www.ai-market-watch.com/company/leonardo-ai
Leracom AI,AI Agents,MX,2023,$1M-$10M,https://www.ai-market-watch.com/company/leracom-ai
Leta,AI in Supply Chain / Logistics,KE,2021,$1M-$10M,https://www.ai-market-watch.com/company/leta
LetinAR,AI in Hardware,KR,2016,$10M-$50M,https://www.ai-market-watch.com/company/letinar
Letter AI,AI in Marketing,US,2023,$50M-$100M,https://www.ai-market-watch.com/company/letter-ai
Level3AI,AI Agents,SG,2024,$10M-$50M,https://www.ai-market-watch.com/company/level3ai
"Levelpath, Inc.",AI Infrastructure,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/levelpath-inc
Levitate,AI in Marketing,US,2017,$50M-$100M,https://www.ai-market-watch.com/company/levitate
Lexlegis.ai,AI in Analytics & BI,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/lexlegis-ai
Lexroom.ai,AI in Legal,IT,2023,$10M-$50M,https://www.ai-market-watch.com/company/lexroom-ai
LGND AI,AI Infrastructure,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/lgnd-ai
Liablix,AI in Fintech,IT,2022,$1M-$10M,https://www.ai-market-watch.com/company/liablix
"LianLian Digital Technology Co., Ltd.",AI in Fintech,CN,2009,$500M-$1B,https://www.ai-market-watch.com/company/lianlian-digital-technology-co-ltd
Liberis,AI in Fintech,GB,2007,$500M-$1B,https://www.ai-market-watch.com/company/liberis
Lifeguard,AI in Cybersecurity,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/lifeguard
LIFESCAPES,AI in Healthcare,JP,2018,$10M-$50M,https://www.ai-market-watch.com/company/lifescapes
Lifesten Health,AI in Healthcare,RW,2021,<$1M,https://www.ai-market-watch.com/company/lifesten-health
Lightelligence,AI Chips / Semiconductors,CN,2017,$500M-$1B,https://www.ai-market-watch.com/company/lightelligence
Lighter,AI in Fintech,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/lighter
Lightfield,AI in Marketing,US,2020,$50M-$100M,https://www.ai-market-watch.com/company/lightfield
Lightly AG,Computer Vision,CH,2018,$1M-$10M,https://www.ai-market-watch.com/company/lightly-ag
Lightning AI,ML Ops / ML Platforms,US,2019,$100M-$500M,https://www.ai-market-watch.com/company/lightning-ai
Lightricks,Generative Media (Image / Video),IL,2013,$100M-$500M,https://www.ai-market-watch.com/company/lightricks
LightSpeed Photonics,AI Infrastructure,SG,2021,$1M-$10M,https://www.ai-market-watch.com/company/lightspeed-photonics
Lightwheel AI,AI Infrastructure,CN,2023,$100M-$500M,https://www.ai-market-watch.com/company/lightwheel-ai
Lila Sciences,AI Infrastructure,US,2023,$500M-$1B,https://www.ai-market-watch.com/company/lila-sciences
Lilie Summer Venture Studio,,US,2023,<$1M,https://www.ai-market-watch.com/company/lilie-summer-venture-studio
Lilt,Natural Language Processing,US,2015,$100M-$500M,https://www.ai-market-watch.com/company/lilt
Limbic,AI in Healthcare,GB,2017,$10M-$50M,https://www.ai-market-watch.com/company/limbic
Liminal Experiences,AI in Media / Gaming / Entertainment,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/liminal-experiences
Limitless Labs,AI in Manufacturing,IL,2024,$10M-$50M,https://www.ai-market-watch.com/company/limitless-labs
LimitlessCNC,AI Developer Tools,IL,2025,$1M-$10M,https://www.ai-market-watch.com/company/limitlesscnc
Limpid,AI in Healthcare,KR,2020,$1M-$10M,https://www.ai-market-watch.com/company/limpid
Limy,AI in Marketing,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/limy
Linda AI,AI in Healthcare,IE,2024,$1M-$10M,https://www.ai-market-watch.com/company/linda-ai
Linear,AI Developer Tools,US,2019,$100M-$500M,https://www.ai-market-watch.com/company/linear
Liner,AI in Productivity,KR,2015,$10M-$50M,https://www.ai-market-watch.com/company/liner
LineWise,AI in Analytics & BI,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/linewise
Lingopal.ai,Voice / Speech AI,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/lingopal-ai
LingSheng Technology,Robotics / Embodied AI,CN,2023,$10M-$50M,https://www.ai-market-watch.com/company/lingsheng-technology
Linker Vision,Computer Vision,TW,2022,$10M-$50M,https://www.ai-market-watch.com/company/linker-vision
Linq,AI Infrastructure,US,2019,$10M-$50M,https://www.ai-market-watch.com/company/linq
LinqAlpha,AI in Fintech,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/linqalpha
Linx Security,AI in Cybersecurity,US,2023,$50M-$100M,https://www.ai-market-watch.com/company/linx-security
Lio,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/lio
Liqing Intelligence,Robotics / Embodied AI,CN,2026,$50M-$100M,https://www.ai-market-watch.com/company/liqing-intelligence
Liquid AI,AI Infrastructure,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/liquid-ai
Liquidnitro Games,AI in Media / Gaming / Entertainment,IN,2023,$10M-$50M,https://www.ai-market-watch.com/company/liquidnitro-games
LISSOME,Robotics / Embodied AI,CN,2022,$1M-$10M,https://www.ai-market-watch.com/company/lissome
Listen Labs,AI in Marketing,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/listen-labs
ListenHub,Foundation Models / LLMs,CN,2024,$1M-$10M,https://www.ai-market-watch.com/company/listenhub
Literal Labs,AI Infrastructure,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/literal-labs
Lithosquare,AI in Climate / Energy,FR,2024,$10M-$50M,https://www.ai-market-watch.com/company/lithosquare
Litmus,AI Infrastructure,US,2014,$10M-$50M,https://www.ai-market-watch.com/company/litmus
Little Otter,AI in Healthcare,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/little-otter
Little Umbrella,AI in Media / Gaming / Entertainment,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/little-umbrella
Littlebird,AI Agents,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/littlebird
LiveKit,AI Infrastructure,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/livekit
LlamaIndex,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/llamaindex
Loadex AI,AI in Supply Chain / Logistics,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/loadex-ai
Lobby,AI Agents,CH,2025,$1M-$10M,https://www.ai-market-watch.com/company/lobby
Locusview,AI Agents,US,2014,$50M-$100M,https://www.ai-market-watch.com/company/locusview
LocusX,AI Developer Tools,CA,2023,$1M-$10M,https://www.ai-market-watch.com/company/locusx
Logical Intelligence,Foundation Models / LLMs,US,2025,Undisclosed,https://www.ai-market-watch.com/company/logical-intelligence
LogicLens,Computer Vision,IN,2022,Undisclosed,https://www.ai-market-watch.com/company/logiclens
LogicStar AI,AI Agents,CH,2024,$1M-$10M,https://www.ai-market-watch.com/company/logicstar-ai
Logik.ai,AI in Marketing,US,2021,$50M-$100M,https://www.ai-market-watch.com/company/logik-ai
Logistica OS,AI in Supply Chain / Logistics,DE,2025,$1M-$10M,https://www.ai-market-watch.com/company/logistica-os
Loman AI,Voice / Speech AI,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/loman-ai
Lomin (로민),AI Infrastructure,KR,2018,Undisclosed,https://www.ai-market-watch.com/company/lomin
LongCat,Foundation Models / LLMs,CN,2023,Undisclosed,https://www.ai-market-watch.com/company/longcat
Longhand,AI in Healthcare,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/longhand
Looki,Computer Vision,CA,2024,$10M-$50M,https://www.ai-market-watch.com/company/looki
Loop AI,AI in Fintech,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/loop-ai
Loopr AI,Computer Vision,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/loopr-ai
Loops AI,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/loops-ai
Loopt,AI Search / Retrieval,US,2005,$10M-$50M,https://www.ai-market-watch.com/company/loopt
Lorien Finance,AI in Fintech,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/lorien-finance
Lorikeet,AI Agents,AU,2023,$50M-$100M,https://www.ai-market-watch.com/company/lorikeet
Loti AI,AI in Cybersecurity,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/loti-ai
Lovable AI,AI Developer Tools,SE,2023,$500M-$1B,https://www.ai-market-watch.com/company/lovable-ai
Lovart,AI Agents,US,2024,Undisclosed,https://www.ai-market-watch.com/company/lovart
LoveFrom,Foundation Models / LLMs,US,2019,Undisclosed,https://www.ai-market-watch.com/company/lovefrom
Lovelace AI,AI in Analytics & BI,US,2023,Undisclosed,https://www.ai-market-watch.com/company/lovelace-ai
Lōvu Health,AI in Healthcare,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/l-vu-health
Low Carbon,AI in Climate / Energy,GB,2011,$1B+,https://www.ai-market-watch.com/company/low-carbon
Luca,AI in Education,MX,2020,$10M-$50M,https://www.ai-market-watch.com/company/luca
Lucem Health,AI in Healthcare,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/lucem-health
Lucend,AI in Climate / Energy,NL,2023,$1M-$10M,https://www.ai-market-watch.com/company/lucend
Lucent AI,AI Agents,DE,2023,$1M-$10M,https://www.ai-market-watch.com/company/lucent-ai
Lucid Capital,AI in Fintech,AE,2022,$1M-$10M,https://www.ai-market-watch.com/company/lucid-capital
Lucida AI,AI in Education,GB,2024,$1M-$10M,https://www.ai-market-watch.com/company/lucida-ai
Lucidean,AI Infrastructure,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/lucidean
Lucidya,AI in Analytics & BI,SA,2016,$10M-$50M,https://www.ai-market-watch.com/company/lucidya
Lucio,AI in Legal,IN,2022,$1M-$10M,https://www.ai-market-watch.com/company/lucio
Lucky,AI in Fintech,EG,2019,$50M-$100M,https://www.ai-market-watch.com/company/lucky
Ludeo,AI in Media / Gaming / Entertainment,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/ludeo
Luel,AI Infrastructure,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/luel
Luffu,AI in Healthcare,US,2024,Undisclosed,https://www.ai-market-watch.com/company/luffu
Luffy AI,AI in Manufacturing,GB,2019,$10M-$50M,https://www.ai-market-watch.com/company/luffy-ai
Luma AI,Foundation Models / LLMs,US,2021,$1B+,https://www.ai-market-watch.com/company/luma-ai
Lumafield,Computer Vision,US,2019,$100M-$500M,https://www.ai-market-watch.com/company/lumafield
Lumana,Computer Vision,IL,2021,$50M-$100M,https://www.ai-market-watch.com/company/lumana
Lumi AI,AI in Analytics & BI,CA,2023,$1M-$10M,https://www.ai-market-watch.com/company/lumi-ai
Lumia Security,AI in Cybersecurity,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/lumia-security
Luminai,AI in Healthcare,US,2019,$50M-$100M,https://www.ai-market-watch.com/company/luminai
Luminance,AI in Legal,US,2015,$100M-$500M,https://www.ai-market-watch.com/company/luminance
LuminosAI,AI Infrastructure,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/luminosai
LUMIQ,AI in Fintech,IN,2007,$10M-$50M,https://www.ai-market-watch.com/company/lumiq
Luna Systems,Computer Vision,IE,2019,$1M-$10M,https://www.ai-market-watch.com/company/luna-systems
LunaPath.ai,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/lunapath-ai
Lunit,AI in Healthcare,KR,2013,$100M-$500M,https://www.ai-market-watch.com/company/lunit
Lunos AI,AI in Fintech,GB,2024,$1M-$10M,https://www.ai-market-watch.com/company/lunos-ai
Lupa Pets,AI in Healthcare,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/lupa-pets
LUUM,Robotics / Embodied AI,US,2017,$10M-$50M,https://www.ai-market-watch.com/company/luum
Luxury Presence,AI in Real Estate / PropTech,US,2016,$50M-$100M,https://www.ai-market-watch.com/company/luxury-presence
LVX,AI in Fintech,IN,2013,Undisclosed,https://www.ai-market-watch.com/company/lvx
Lyken.AI,AI Infrastructure,CA,2024,<$1M,https://www.ai-market-watch.com/company/lyken-ai
Lynk,AI in Analytics & BI,CN,2015,$10M-$50M,https://www.ai-market-watch.com/company/lynk
Lyra,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/lyra
Lyrebird Health,AI in Healthcare,AU,2023,$10M-$50M,https://www.ai-market-watch.com/company/lyrebird-health
Lyric,AI in Supply Chain / Logistics,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/lyric
Lyte,Robotics / Embodied AI,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/lyte
"Lyten, Inc.",AI in Climate / Energy,US,2015,$100M-$500M,https://www.ai-market-watch.com/company/lyten-inc
Lytmus AI,AI in Education,IN,2024,<$1M,https://www.ai-market-watch.com/company/lytmus-ai
LyveCom,AI in Marketing,US,2021,Undisclosed,https://www.ai-market-watch.com/company/lyvecom
Lyxity,AI in Marketing,IE,2020,Undisclosed,https://www.ai-market-watch.com/company/lyxity
Lyzr,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/lyzr
M-Fly,,EE,2023,$1M-$10M,https://www.ai-market-watch.com/company/m-fly
"M-SOLUTIONS Co., Ltd.",Foundation Models / LLMs,JP,2000,<$1M,https://www.ai-market-watch.com/company/m-solutions-co-ltd
M2 Foundry,AI in Defense / Aerospace,US,2025,Undisclosed,https://www.ai-market-watch.com/company/m2-foundry
M2P Fintech,AI in Fintech,IN,2014,$100M-$500M,https://www.ai-market-watch.com/company/m2p-fintech
M2X,AI in Manufacturing,JP,2022,$1M-$10M,https://www.ai-market-watch.com/company/m2x
Macaly,Foundation Models / LLMs,CZ,2023,Undisclosed,https://www.ai-market-watch.com/company/macaly
Mach Industries,AI in Defense / Aerospace,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/mach-industries
Mach2,AI in Defense / Aerospace,GB,2021,Undisclosed,https://www.ai-market-watch.com/company/mach2
Machina Labs,Robotics / Embodied AI,US,2019,$100M-$500M,https://www.ai-market-watch.com/company/machina-labs
Mad Mind Studios,AI in Marketing,US,2006,Undisclosed,https://www.ai-market-watch.com/company/mad-mind-studios
Maestro AI,AI in Fintech,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/maestro-ai
MAGENTIQ EYE Ltd.,AI in Healthcare,IL,2014,Undisclosed,https://www.ai-market-watch.com/company/magentiq-eye-ltd
Magic,AI Developer Tools,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/magic
Magic-Spring AI,AI Infrastructure,CN,2024,$50M-$100M,https://www.ai-market-watch.com/company/magic-spring-ai
MagicBrief,AI in Marketing,AU,2022,$1M-$10M,https://www.ai-market-watch.com/company/magicbrief
MagicDecor,AI in Retail / E-commerce,IN,2020,<$1M,https://www.ai-market-watch.com/company/magicdecor
Magna AI,AI Agents,AE,2025,$100M-$500M,https://www.ai-market-watch.com/company/magna-ai
Magnifi (formerly VideoVerse),Computer Vision,US,2016,$100M-$500M,https://www.ai-market-watch.com/company/magnifi-formerly-videoverse
mAI Depot,AI Agents,KR,2023,<$1M,https://www.ai-market-watch.com/company/mai-depot
MaiaEdge,AI Infrastructure,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/maiaedge
Maieutic Semiconductor,AI Infrastructure,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/maieutic-semiconductor
MaintainX,,US,2018,$100M-$500M,https://www.ai-market-watch.com/company/maintainx
Maisa,AI Agents,ES,2023,$10M-$50M,https://www.ai-market-watch.com/company/maisa
Majestic Labs,AI Infrastructure,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/majestic-labs
Maki,AI Agents,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/maki
MakinaRocks,AI Infrastructure,KR,2017,$10M-$50M,https://www.ai-market-watch.com/company/makinarocks
Mako,AI Infrastructure,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/mako
Mal,AI in Fintech,AE,2025,$100M-$500M,https://www.ai-market-watch.com/company/mal
Malanta,AI in Cybersecurity,IL,2024,$10M-$50M,https://www.ai-market-watch.com/company/malanta
Manas AI,AI in Healthcare,US,2025,$50M-$100M,https://www.ai-market-watch.com/company/manas-ai
Mandolin,AI in Media / Gaming / Entertainment,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/mandolin
Manex AI,AI Infrastructure,DE,2023,$1M-$10M,https://www.ai-market-watch.com/company/manex-ai
Manifold,AI in Cybersecurity,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/manifold
Mantis,Computer Vision,CH,2022,<$1M,https://www.ai-market-watch.com/company/mantis
Mantis Analytics,AI Infrastructure,GB,2022,<$1M,https://www.ai-market-watch.com/company/mantis-analytics
Mantis Ropeway Technologies,Computer Vision,CH,2022,Undisclosed,https://www.ai-market-watch.com/company/mantis-ropeway-technologies
Mantle Network,AI Infrastructure,PA,2021,$100M-$500M,https://www.ai-market-watch.com/company/mantle-network
Manufact,AI Infrastructure,CH,2024,$1M-$10M,https://www.ai-market-watch.com/company/manufact
Manus,AI Agents,SG,2022,$50M-$100M,https://www.ai-market-watch.com/company/manus
ManyChat,AI in Marketing,US,2015,$100M-$500M,https://www.ai-market-watch.com/company/manychat
Manycore,AI Agents,CN,2011,$100M-$500M,https://www.ai-market-watch.com/company/manycore
Manycore Tech Inc.,AI Infrastructure,CN,2011,$1B+,https://www.ai-market-watch.com/company/manycore-tech-inc
MAP IV,Robotics / Embodied AI,JP,2016,Undisclosed,https://www.ai-market-watch.com/company/map-iv
MapMyCrop,AI in Agriculture,US,2020,$1M-$10M,https://www.ai-market-watch.com/company/mapmycrop
Mappa AI,AI in HR & Talent,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/mappa-ai
Mapsea,AI in Supply Chain / Logistics,US,2020,$1M-$10M,https://www.ai-market-watch.com/company/mapsea
Marble,AI in Fintech,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/marble
Marichi Labs,AI in Marketing,IN,2026,Undisclosed,https://www.ai-market-watch.com/company/marichi-labs
MarkeTeam.ai,AI in Marketing,IL,2021,$1M-$10M,https://www.ai-market-watch.com/company/marketeam-ai
Marketing Evolution,AI Infrastructure,US,2000,$50M-$100M,https://www.ai-market-watch.com/company/marketing-evolution
Markopolo.ai,AI in Marketing,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/markopolo-ai
Markup AI,AI Agents,US,2002,$10M-$50M,https://www.ai-market-watch.com/company/markup-ai
Marlo,AI Agents,US,2025,Undisclosed,https://www.ai-market-watch.com/company/marlo
MarqVision,AI in Cybersecurity,US,2020,$50M-$100M,https://www.ai-market-watch.com/company/marqvision
Martin AI,Natural Language Processing,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/martin-ai
MASO,Computer Vision,JP,2024,<$1M,https://www.ai-market-watch.com/company/maso
Massive Dynamic,Foundation Models / LLMs,FR,2024,$1M-$10M,https://www.ai-market-watch.com/company/massive-dynamic
Mastiṣka,AI Infrastructure,AE,2024,$10M-$50M,https://www.ai-market-watch.com/company/masti-ka
Mater-AI,AI in Climate / Energy,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/mater-ai
Materialspace,AI in Supply Chain / Logistics,IL,2023,$1M-$10M,https://www.ai-market-watch.com/company/materialspace
Matrice.ai,Computer Vision,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/matrice-ai
MatrixSpace,Computer Vision,US,2019,$50M-$100M,https://www.ai-market-watch.com/company/matrixspace
Matter,AI in Climate / Energy,IN,2019,$50M-$100M,https://www.ai-market-watch.com/company/matter
Matters.AI,AI in Cybersecurity,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/matters-ai
MatX,AI Chips / Semiconductors,US,2022,$500M-$1B,https://www.ai-market-watch.com/company/matx
Mave Health,AI in Healthcare,IN,2023,$1M-$10M,https://www.ai-market-watch.com/company/mave-health
Mavericks,Generative Media (Image / Video),JP,2023,Undisclosed,https://www.ai-market-watch.com/company/mavericks
Mavvrik,AI Infrastructure,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/mavvrik
MaxHome.AI,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/maxhome-ai
Maxima,AI Agents,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/maxima
Maximor,AI in Fintech,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/maximor
MaxIQ,AI in Marketing,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/maxiq
Mayple,AI in Marketing,US,2017,$10M-$50M,https://www.ai-market-watch.com/company/mayple
Mayson,AI Developer Tools,IN,2024,Undisclosed,https://www.ai-market-watch.com/company/mayson
MazaoHub,AI in Agriculture,TZ,2021,$1M-$10M,https://www.ai-market-watch.com/company/mazaohub
Mazrica Inc.,AI in Sales / CRM,JP,2015,$10M-$50M,https://www.ai-market-watch.com/company/mazrica-inc
Mbodi AI,Robotics / Embodied AI,US,2024,<$1M,https://www.ai-market-watch.com/company/mbodi-ai
MCloudBridge,AI Agents,KR,2022,Undisclosed,https://www.ai-market-watch.com/company/mcloudbridge
ME (Formerly MetaEra),AI in Analytics & BI,CN,2022,$1M-$10M,https://www.ai-market-watch.com/company/me-formerly-metaera
mea,AI in Fintech,GB,2021,$10M-$50M,https://www.ai-market-watch.com/company/mea
Mecara,AI in Healthcare,JP,2019,$1M-$10M,https://www.ai-market-watch.com/company/mecara
Mechanize,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/mechanize
Mecka AI,Robotics / Embodied AI,US,2024,$50M-$100M,https://www.ai-market-watch.com/company/mecka-ai
Medable,AI in Healthcare,US,2015,$500M-$1B,https://www.ai-market-watch.com/company/medable
